Age,Birth Place,Birthday,College,Current Status,Current Team,Experience,Height (inches),High School,High School Location,Name,Number,Player Id,Position,Weight (lbs),Years Played
23,"Florence , SC",10/16/1996,Wisconsin,dev?,Oakland Raiders,2nd season,71,Suitland HS,"District Heights, MD","Nelson, Nick",23,nicknelson/2560819,CB,205,
25,"Hamilton , OH",2/2/1994,West Virginia,Active,Green Bay Packers,2nd season,77,Hamilton HS,OH,"Pankey, Adam",67,adampankey/2558984,OG,313,
,"Brice , TX",7/24/1917,Texas Tech,Retired,,3 Seasons,72,,,"Sachse, Frank",,franksachse/2524781,,197,1943 - 1945
,"Ely , MN",4/8/1918,Minnesota,Retired,,1 Season,73,,,"Perko, John",,johnperko/2523024,,225,1946 - 1946
80,"Levelland , TX",4/14/1939,Southern Methodist,Retired,,7 Seasons,73,,,"Jackson, Frank",,frankjackson/2517251,,185,1961 - 1967
,"Grant , NE",5/14/1930,Colorado State,Retired,,7 Seasons,74,,,"Glick, Gary",,garyglick/2514961,,195,1956 - 1963
22,,11/24/1996,Eastern Illinois,dev?,Minnesota Vikings,Rookie,73,Yazoo County HS,MS,"Hollins, Alexander",,alexanderhollins/2562989,WR,170,
42,"Shaker Heights , OH",3/9/1977,Michigan State,Retired,,2 Seasons,74,,,"Ledyard, Courtney",,courtneyledyard/2501714,,250,2000 - 2003
,County Mayo Ireland,12/16/1892,Detroit Mercy,Retired,,1 Season,68,,,"Maher, Birdie",,birdiemaher/2519985,,180,1920 - 1920
25,"New Orleans , LA",11/4/1994,LSU,Active,Atlanta Falcons,4th season,73,Jesuit HS,"New Orleans, LA","Jones, Deion",45,deionjones/2555162,LB,222,
,"Akron , OH",6/21/1929,Kentucky,Retired,,12 Seasons,75,,,"Gain, Bob",,bobgain/2514537,,256,1952 - 1964
25,,9/16/1994,Youngstown State,Cut from team,,Season,74,,,"Patterson, Damoun",,damounpatterson/2561257,,190,
24,"Decatur , GA",7/14/1995,Georgia Tech,Active,Kansas City Chiefs,3rd season,76,Westminster HS,"Atlanta, GA","Butker, Harrison",7,harrisonbutker/2558245,K,205,
60,"Santa Ana , CA",7/11/1959,Dartmouth,Retired,,11 Seasons,72,,,"Kemp, Jeff",,jeffkemp/2501589,,201,1981 - 1991
78,"Houston , TX",7/26/1941,Illinois,Retired,,9 Seasons,74,,,"Taliaferro, Mike",,miketaliaferro/2526999,,202,1964 - 1972
29,"Lexington , KY",7/2/1990,Nebraska,Active,New England Patriots,7th season,70,Plano HS,TX,"Burkhead, Rex",34,rexburkhead/2539265,RB,215,
38,"San Bernardino , CA",1/23/1981,Oregon,Retired,,1 Season,76,,,"Fife, Jason",,jasonfife/2505741,,226,2006 - 2007
30,"Stratford , NJ",6/9/1989,Massachusetts,Retired,,4 Seasons,73,,,"Talley, Julian",,juliantalley/2534779,,192,2012 - 2015
24,"Shreveport , LA",2/16/1995,Texas A&M,Active,Los Angeles Rams,3rd season,75,John Jay HS,"San Antonio, TX","Reynolds, Josh",83,joshreynolds/2558194,WR,196,
,"East Liverpool , OH",8/1/1900,Denison,Retired,,1 Season,69,,,"Calhoun, Eric",,ericcalhoun/2510926,,210,1926 - 1926
,"Oakwood Twp., Vermilion Co. , IL",2/10/1894,Northwestern,Retired,,1 Season,69,,,"Johnson, Carroll",,carrolljohnson/2517582,,165,1920 - 1920
33,"Burlington , IA",5/5/1986,Iowa,Retired,,3 Seasons,74,,,"King, Mitch",,mitchking/71357,,280,2009 - 2012
,"Blytheville , AR",5/8/1919,Georgia,Retired,,2 Seasons,75,,,"Godwin, Bill",,billgodwin/2514983,,241,1947 - 1948
43,"Mesa , AZ",10/14/1976,Arizona State,Retired,,14 Seasons,77,,,"Jennings, Brian",,brianjennings/2504173,,242,2000 - 2013
25,"Topeka , KS",4/25/1994,Miami (Fla.),Active,Washington Redskins,5th season,78,Miami Norland HS,FL,"Flowers, Ereck",77,ereckflowers/2552452,OG,330,
58,"Jacksonville , TX",1/2/1961,Southern Methodist,Retired,,5 Seasons,72,,,"James, Craig",,craigjames/2517374,,215,1984 - 1988
69,"Columbus , OH",8/26/1950,West Virginia,Retired,,1 Season,71,,,"Jenkins, Leon",,leonjenkins/2517491,,165,1972 - 1972
56,"Lakewood , CA",1/22/1963,Oregon,Retired,,3 Seasons,71,,,"Cason, Wendell",,wendellcason/2511251,,191,1985 - 1987
32,"Lawton , OK",3/24/1987,Baylor,Retired,,6 Seasons,75,,,"Walton, J.D.",,j.d.walton/497064,,310,2010 - 2015
,"Galion , OH",8/29/1898,Ohio Wesleyan,Retired,,1 Season,69,,,"Edler, Deke",,dekeedler/2513461,,170,1923 - 1923
26,,12/4/1992,Maine,Retired,,1 Season,74,,,"Johnson, Bruce",,brucejohnson/2556745,,302,2016 - 2016
75,"Memphis , TN",8/1/1944,Arizona State,Retired,,1 Season,72,,,"Lewis, Hal",,hallewis/2519444,,185,1968 - 1968
,"Coffeyville , KS",7/30/1937,Oklahoma,Retired,,3 Seasons,72,,,"Baker, Dave",,davebaker/2508869,,192,1959 - 1961
,"Manitowoc , WI",12/29/1921,Wisconsin,Retired,,3 Seasons,73,,,"Albrecht, Art",,artalbrecht/2508290,,203,1942 - 1944
48,"Oak Ridge , TN",8/31/1971,Middle Tennessee State,Retired,,11 Seasons,74,,,"Caldwell, Mike",,mikecaldwell/2499967,,235,1993 - 2003
,"Norris , OK",3/30/1914,Stanford,Retired,,2 Seasons,76,,,"Reynolds, Bob",,bobreynolds/2524016,,221,1937 - 1938
,"Pittsburgh , PA",5/8/1907,Waynesburg,Retired,,1 Season,,,,"Frank, Paul",,paulfrank/2514351,,200,1930 - 1930
27,"Berwyn , IL",9/21/1992,Illinois State,Cut from team,,Season,75,,,"Meredith, Cameron",,cameronmeredith/2553568,,207,
,,,Jefferson CC KY,Retired,,1 Season,68,,,"Lewis, Henry",,henrylewis/2519443,,175,1921 - 1921
25,"Montreal , QC",7/8/1994,Mississippi State,Retired,,1 Season,77,,,"Senior, Justin",,justinsenior/2558053,,329,2017 - 2017
24,"Tyler , TX",6/19/1995,Texas Christian,Injured reserve,Los Angeles Rams,2nd season,77,Plano HS,TX,"Noteboom, Joe",70,joenoteboom/2560825,OG,321,
72,"Derry , PA",3/11/1947,Nebraska,Retired,,3 Seasons,79,,,"Patrick, Frank",,frankpatrick/2522839,,225,1970 - 1972
,"Youngstown , OH",4/6/1900,Lafayette,Retired,,5 Seasons,70,,,"Elliott, Doc",,docelliott/2513571,,209,1922 - 1931
27,"Missouri City , TX",2/11/1992,Texas A&M,Active,Atlanta Falcons,6th season,77,Lawrence E. Elkins HS,"Missouri City, TX","Matthews, Jake",70,jakematthews/2543758,OT,309,
22,,2/23/1997,James Madison,Cut from team,,Season,70,,,"Marshall, Marcus",,marcusmarshall/2563152,,200,
,"Inglewood , CA",1/23/1959,USC,Retired,,1 Season,74,,,"Scoggins, Eric",,ericscoggins/2525173,,235,1982 - 1982
45,"Dothan , AL",5/7/1974,Alabama-Birmingham,Retired,,7 Seasons,74,,,"Reese, Izell",,izellreese/2502616,,195,1998 - 2004
30,"Vorhees , NJ",9/28/1989,Notre Dame,Retired,,2 Seasons,76,,,"Golic, Mike",,mikegolic/2541139,,300,2013 - 2015
38,"Greensburg , LA",10/9/1981,Southern University,Retired,,1 Season,74,,,"Davis, Chris",,chrisdavis/2505762,,200,2006 - 2006
33,"San Diego , CA",12/24/1985,Michigan State,Retired,,6 Seasons,77,,,"Nwagbuo, Ogemdi",,ogemdinwagbuo/4297,,312,2008 - 2013
42,"Drexel Hill , PA",8/8/1977,West Virginia,Retired,,12 Seasons,78,,,"Becht, Anthony",,anthonybecht/2504099,,270,2000 - 2011
36,"St. Xavier , MT",1/23/1983,Montana,Retired,,4 Seasons,72,,,"Harris, Tuff",,tuffharris/2507071,,198,2007 - 2010
23,"Tampa , FL",11/19/1995,Florida International,dev?,Houston Texans,1st season,75,,,"McGough, Alex",3,alexmcgough/2561148,QB,214,
51,"Barnesville , GA",4/2/1968,Auburn,Retired,,1 Season,74,,,"Ogletree, Craig",,craigogletree/2522413,,236,1990 - 1990
71,"Toledo , OH",6/22/1948,Toledo,Retired,,9 Seasons,73,,,"Johnson, Curtis",,curtisjohnson/2517599,,196,1970 - 1978
32,"Birmingham , AL",9/6/1987,Troy,Active,Carolina Panthers,9th season,75,Tarrant City HS,AL,"Addison, Mario",97,marioaddison/2530474,LB,260,
26,"Torrance , CA",9/1/1993,UCLA,Retired,,2 Seasons,73,,,"Payton, Jordan",,jordanpayton/2555370,,209,2016 - 2017
65,"Covington , KY",4/9/1954,Tennessee-Chattanooga,Retired,,1 Season,77,,,"Rayhle, Fred",,fredrayhle/2523801,,217,1977 - 1977
,"Glendale , CA",1/16/1955,Colorado,Retired,,3 Seasons,76,,,"Archer, Troy",,troyarcher/2508606,,250,1976 - 1978
40,"Humble , TX",8/20/1979,Texas A&M,Retired,,6 Seasons,72,,,"Glenn, Jason",,jasonglenn/2504655,,231,2001 - 2007
70,"Houston , TX",11/27/1948,Tennessee State,Retired,,1 Season,69,,,"Thomas, Charlie",,charliethomas/2527223,,180,1975 - 1975
45,,7/8/1974,Texas Christian,Retired,,1 Season,69,,,"Washington, John",,johnwashington/2528293,,160,1997 - 1997
,Ikaris Greece,12/16/1913,Ohio State,Retired,,3 Seasons,70,,,"Zarnas, Gust",,gustzarnas/2529622,,220,1938 - 1940
,"Chicago , IL",9/13/1893,Pennsylvania,Retired,,1 Season,72,,,"Mathews, Neil",,neilmathews/2520326,,200,1920 - 1920
,"Cokato , MN",2/21/1918,Minnesota,Retired,,1 Season,74,,,"Ohlgren, Earl",,earlohlgren/2522420,,210,1942 - 1942
32,,11/18/1986,Northwestern,Retired,,1 Season,73,,,"Peterman, Eric",,ericpeterman/2507583,,202,2009 - 2010
,"Goldsboro , NC",9/6/1917,Wake Forest,Retired,,3 Seasons,73,,,"Pate, Rupert",,rupertpate/2522832,,205,1940 - 1942
,"Somerville , MA",6/17/1894,Georgetown,Retired,,1 Season,68,,,"Anderson, Alec",,alecanderson/2508460,,166,1921 - 1921
25,"Roanoke , VA",3/18/1994,Ohio U.,Active,New York Jets,3rd season,76,Franklin County HS,"Rocky Mount, VA","Basham, Tarell",93,tarellbasham/2558165,LB,266,
63,"Kosciusko , MS",11/30/1955,Mississippi State,Retired,,6 Seasons,71,,,"Harmon, Clarence",,clarenceharmon/2515850,,204,1977 - 1982
43,"Cleveland , OH",3/9/1976,Wake Forest,Retired,,14 Seasons,75,,,"Zelenka, Joe",,joezelenka/2503853,,266,1999 - 2012
22,"Oceanside , CA",2/8/1997,Washington,Active,Atlanta Falcons,Rookie,74,Oceanside HS,"Oceanside, CA","Miller, Jordan",28,jordanmiller/2562497,DB,190,
,"Lebanon , PA",10/3/1919,Purdue,Retired,,1 Season,73,,,"Petty, John",,johnpetty/2523135,,225,1942 - 1942
27,,12/10/1991,West Virginia,Retired,,1 Season,71,,,"Chestnut, Terrell",,terrellchestnut/2556796,,188,2016 - 2016
80,"Jefferson City , MO",5/22/1939,Iowa State,Retired,,10 Seasons,70,,,"Webb, Don",,donwebb/2528415,,182,1961 - 1971
,"Cleveland , OH",10/29/1915,Ohio U.,Retired,,4 Seasons,73,,,"Janiak, Len",,lenjaniak/2517408,,203,1939 - 1942
,"Newark , NJ",8/16/1924,North Carolina,Retired,,1 Season,75,,,"Weiner, Art",,artweiner/2528466,,212,1950 - 1950
40,"Marquette , MI",9/21/1979,Penn State,Retired,,10 Seasons,77,,,"Gilmore, John",,johngilmore/2505171,,257,2002 - 2011
31,"Dallas , TX",9/29/1988,Texas Christian,Active,New England Patriots,10th season,76,Lake Highlands HS,"Dallas, TX","Newhouse, Marshall",72,marshallnewhouse/497030,OG,330,
31,,6/10/1988,Auburn,Retired,,1 Season,75,,,"Isom, Byron",,byronisom/2530519,,315,2011 - 2011
27,"St. Louis , MO",8/31/1992,Iowa,Injured reserve,Cleveland Browns,6th season,74,Hazelwood East HS,"St. Louis, MO","Kirksey, Christian",58,christiankirksey/2543720,OLB,235,
33,"Miami , FL",6/21/1986,Colorado State,Retired,,3 Seasons,70,,,"Johnson, Gartrell",,gartrelljohnson/80652,,219,2009 - 2011
26,"Johnston , SC",1/24/1993,South Carolina State,Active,New York Giants,4th season,72,Strom Thurmond HS,"Johnston, SC","Hamilton, Antonio",30,antoniohamilton/2556804,CB,195,
,"Chicago , IL",4/1/1911,Purdue,Retired,,1 Season,72,,,"Janecek, Clarence",,clarencejanecek/2517405,,200,1933 - 1933
76,"Dornsife , PA",5/21/1943,Penn State,Retired,,10 Seasons,75,,,"Ressler, Glenn",,glennressler/2523983,,250,1965 - 1974
27,"Dallas , TX",1/14/1992,Kansas State,Retired,,1 Season,74,,,"Johnson, Dakorey",,dakoreyjohnson/2554354,,215,2015 - 2015
,"Bell , CA",10/31/1927,Loyola Marymount,Retired,,3 Seasons,71,,,"Ferris, Neil",,neilferris/2513975,,181,1951 - 1953
24,"Pickerington , OH",7/11/1995,Michigan,Injured reserve,Denver Broncos,2nd season,78,Pickerington North HS,OH,"Butt, Jake",80,jakebutt/2557859,TE,250,
24,"Norfolk , VA",2/2/1995,James Madison,Injured reserve,Green Bay Packers,2nd season,71,First Colonial HS,"Virginia Beach, VA","Greene, Raven",24,ravengreene/2561207,DB,197,
81,"Downey , CA",9/14/1938,Stanford,Retired,,1 Season,75,,,"Norman, Dick",,dicknorman/2522246,,209,1961 - 1961
,"Luverne , AL",8/19/1940,Florida,Retired,,2 Seasons,76,,,"Dean, Floyd",,floyddean/2512690,,236,1964 - 1965
32,"San Clemente , CA",11/4/1987,Colorado State,Retired,,1 Season,75,,,"Martinez, Adrian",,adrianmartinez/2507970,,208,2010 - 2010
37,"Beaumont , TX",10/18/1982,Kansas,Retired,,5 Seasons,75,,,"Rideau, Brandon",,brandonrideau/2506321,,198,2005 - 2009
25,"Philadelphia , PA",6/17/1994,Arkansas,Cut from team,Denver Broncos,2nd season,73,Imhotep Institute Charter HS,"Philadelphia, PA","Williams, Dave",49,davewilliams/2561152,RB,229,
34,"Cherry Point , NC",9/15/1985,San Diego State,Retired,,1 Season,71,,,"Perez, Jose",,joseperez/2530796,,183,2011 - 2011
46,"East Chicago , IN",2/17/1973,Colorado State,Retired,,6 Seasons,70,,,"Jackson, Raymond",,raymondjackson/2501336,,189,1996 - 2001
,"Sheboygan , WI",11/10/1943,Texas,Retired,,6 Seasons,74,,,"Sauer, George",,georgesauer/2524936,,195,1965 - 1970
80,"Danville , VA",10/7/1939,Richmond,Retired,,3 Seasons,76,,,"Thompson, Don",,donthompson/2527320,,240,1962 - 1964
92,"Gary , IN",9/19/1927,Purdue,Retired,,3 Seasons,76,,,"Karras, Lou",,loukarras/2518157,,241,1950 - 1952
49,"Houston , TX",7/1/1970,Texas,Retired,,4 Seasons,71,,,"Malone, Van",,vanmalone/2501852,,186,1994 - 1997
102,"Portland , OR",9/14/1917,Stanford,Retired,,2 Seasons,74,,,"Andersen, Stan",,stanandersen/2508458,,218,1940 - 1941
43,"Los Altos , CA",2/13/1976,Dartmouth,Retired,,4 Seasons,76,,,"Walz, Zack",,zackwalz/2503529,,225,1998 - 2001
63,"Pittston , PA",10/6/1956,Penn State,Retired,,7 Seasons,71,,,"Cefalo, Jimmy",,jimmycefalo/2511302,,190,1978 - 1984
27,"Baltimore , MD",2/16/1992,Virginia Tech,Active,Chicago Bears,6th season,71,Mount Saint Joseph HS,"Baltimore, MD","Fuller, Kyle",23,kylefuller/2543681,CB,194,
48,"Red Bank , NJ",2/3/1971,California,Retired,,9 Seasons,76,,,"Dawkins, Sean",,seandawkins/2500346,,213,1993 - 2001
27,"Strasburg , PA",7/7/1992,Bloomsburg,Active,Pittsburgh Steelers,3rd season,78,Lampeter-Strasburg HS,"Lampeter, PA","Feiler, Matt",71,mattfeiler/2550561,OT,330,
,"Cleveland , OH",3/28/1906,Ohio State,Retired,,3 Seasons,75,,,"Raskowski, Leo",,leoraskowski/2523759,,219,1932 - 1935
61,"Galveston , TX",8/31/1958,New Mexico,Retired,,8 Seasons,75,,,"Arnold, Walt",,waltarnold/2508666,,228,1980 - 1987
28,"Damascus , GA",5/13/1991,Georgia,Active,Cincinnati Bengals,7th season,72,Early County HS,"Blakely, GA","Williams, Shawn",36,shawnwilliams/2539233,SS,212,
24,"Decorah , IA",12/25/1994,Iowa,Active,Denver Broncos,2nd season,74,Decorah HS,IA,"Jewell, Josey",47,joseyjewell/2560763,ILB,236,
31,"Quanah , TX",5/6/1988,Texas Christian,Active,New England Patriots,9th season,78,Odessa HS,TX,"Cannon, Marcus",61,marcuscannon/2495131,OT,335,
58,"Laurel , MS",11/6/1961,Southern Mississippi,Retired,,1 Season,74,,,"Landrum, Mike",,mikelandrum/2519024,,231,1984 - 1984
,"Beaumont , TX",12/29/1920,Miami (Ohio),Retired,,2 Seasons,71,,,"Tevis, Lee",,leetevis/2527181,,190,1947 - 1948
84,"Macon , GA",6/15/1935,Georgia,Retired,,7 Seasons,73,,,"Sapp, Theron",,theronsapp/2524916,,203,1959 - 1965
75,"Homestead , PA",4/19/1944,Waynesburg,Retired,,1 Season,70,,,"Theofiledes, Harry",,harrytheofiledes/2527197,,180,1968 - 1968
97,"Chewey , OK",2/5/1922,Arkansas,Retired,,1 Season,72,,,"Pense, Leon",,leonpense/2522987,,170,1945 - 1945
81,"Grand Rapids , MN",6/10/1938,Minnesota-Duluth,Retired,,5 Seasons,72,,,"Pesonen, Dick",,dickpesonen/2523063,,190,1960 - 1964
,"Galesburg , KS",8/22/1899,Kansas State,Retired,,1 Season,72,,,"Nichols, Ralph",,ralphnichols/2522128,,210,1926 - 1926
,"Greenville , MS",9/29/1933,Mississippi,Retired,,12 Seasons,70,,,"Patton, Jimmy",,jimmypatton/2522867,,183,1955 - 1966
66,"Greenville , MS",12/22/1952,USC,Retired,,5 Seasons,74,,,"Phillips, Charlie",,charliephillips/2523159,,215,1975 - 1979
32,,12/17/1986,Purdue,Retired,,4 Seasons,75,,,"Orton, Greg",,gregorton/2507672,,199,2009 - 2014
74,"Annapolis , MD",11/20/1944,Maryland,Retired,,2 Seasons,73,,,"Pastrana, Al",,alpastrana/2522827,,190,1969 - 1970
23,"Detroit , MI",11/26/1995,Michigan,Active,Seattle Seahawks,3rd season,73,Cass Tech HS,"Detroit, MI","Hill, Lano",42,lanohill/2558077,DB,216,
67,"Dallas , TX",11/1/1952,Texas Tech,Retired,,4 Seasons,76,,,"Tillman, Andre",,andretillman/2527430,,230,1975 - 1978
33,"Los Gatos , CA",5/15/1986,Oregon State,Retired,,10 Seasons,74,,,"Levitre, Andy",,andylevitre/71363,,303,2009 - 2018
90,"Dallas , TX",10/4/1929,Louisiana Tech,Retired,,8 Seasons,73,,,"Sanford, Leo",,leosanford/2524903,,224,1951 - 1958
46,"Fort Worth , TX",9/22/1973,Texas,Retired,,4 Seasons,70,,,"Jackson, Curtis",,curtisjackson/2504027,,194,2000 - 2003
26,"Chicago , IL",6/27/1993,Stanford,Active,Chicago Bears,1st season,73,,,"Vaughters, James",93,jamesvaughters/2553781,LB,256,
76,"Gulfport , MS",4/14/1943,Coast Guard,Retired,,5 Seasons,74,,,"Knight, Curt",,curtknight/2518643,,190,1969 - 1973
24,"Akron , OH",8/6/1995,Arkansas State,Cut from team,,Season,73,,,"Woodson-Luster, Xavier",,xavierwoodson-luster/2559042,,220,
28,"Dallas , TX",11/6/1991,Texas A&M,Retired,,5 Seasons,78,,,"Joeckel, Luke",,lukejoeckel/2540139,,307,2013 - 2017
93,"Cleveland , OH",8/8/1926,Notre Dame,Retired,,1 Season,72,,,"Gaul, Frank",,frankgaul/2514707,,200,1949 - 1949
,"Minneapolis , MN",7/10/1896,No College,Retired,,1 Season,,,,"Quam, Red",,redquam/2523634,,165,1926 - 1926
30,,7/17/1989,Alabama,Retired,,1 Season,75,,,"Watkins, Alex",,alexwatkins/2535523,,234,2012 - 2012
38,"Dallas , TX",10/10/1981,Baylor,Retired,,2 Seasons,73,,,"Evans, Jonathan",,jonathanevans/2506226,,245,2006 - 2009
74,"Clovis , CA",10/16/1945,Stanford,Retired,,4 Seasons,74,,,"Lewis, Dave",,davelewis/2519428,,216,1970 - 1973
30,"Pensacola , FL",12/12/1988,Florida Atlantic,Cut from team,,Season,70,,,"Morris, Alfred",,alfredmorris/2533457,,222,
,"Chicago , IL",4/15/1897,Chicago,Retired,,1 Season,72,,,"Jackson, Red",,redjackson/2517240,,200,1921 - 1921
25,,9/20/1994,East Carolina,Retired,,1 Season,72,,,"Amos, DaShaun",,dashaunamos/2559298,,193,2017 - 2017
67,"Oceanside , NY",5/4/1952,Penn State,Retired,,2 Seasons,76,,,"LaPorta, Phil",,phillaporta/2519088,,256,1974 - 1975
33,"Jacksonville , FL",5/24/1986,Florida State,Retired,,8 Seasons,69,,,"Carter, Tony",,tonycarter/2507559,,175,2009 - 2016
,"Baltimore , MD",10/31/1977,Virginia Tech,Retired,,6 Seasons,71,,,"Carpenter, Keion",,keioncarpenter/2499994,,205,1999 - 2005
,"Passaic , NJ",9/30/1918,Georgetown,Retired,,5 Seasons,71,,,"Castiglia, Jim",,jimcastiglia/2511271,,208,1941 - 1948
,"Glen Cove , NY",11/20/1930,Syracuse,Retired,,8 Seasons,72,,,"Karilivacz, Carl",,carlkarilivacz/2518147,,188,1953 - 1960
99,"Chicago , IL",9/14/1920,Northwestern,Retired,,1 Season,72,,,"Johnson, Don",,donjohnson/2517615,,205,1942 - 1942
30,"Memphis , TN",1/13/1989,Georgia Tech,Active,Cleveland Browns,10th season,73,North Clayton HS,"College Park, GA","Burnett, Morgan",42,morganburnett/496727,SS,210,
28,"Waterbury , CT",5/25/1991,Southern Connecticut State,Injured reserve,Washington Redskins,2nd season,75,Crosby HS,"Waterbury, CT","Cunningham, Jerome",83,jeromecunningham/2551359,TE,250,
34,"Luling , LA",12/29/1984,West Virginia,Retired,,7 Seasons,69,,,"Reynaud, Darius",,dariusreynaud/784,,208,2008 - 2014
31,,5/25/1988,Idaho,Retired,,1 Season,78,,,"Novikoff, Tyrone",,tyronenovikoff/2535835,,320,2012 - 2012
73,"Kewanee , IL",2/2/1946,Illinois State,Retired,,7 Seasons,77,,,"Nelson, Dennis",,dennisnelson/2522018,,260,1970 - 1977
58,"San Francisco , CA",2/28/1961,California,Retired,,6 Seasons,76,,,"Camp, Reggie",,reggiecamp/2510960,,274,1983 - 1988
63,"Beverly , MA",9/9/1956,Oregon State,Retired,,1 Season,75,,,"Marshall, Greg",,gregmarshall/2520200,,255,1978 - 1978
52,"Magee , MS",3/16/1967,Alabama,Retired,,9 Seasons,70,,,"Mangum, John",,johnmangum/2501855,,192,1990 - 1998
29,"Streator , IL",3/30/1990,Illinois,Retired,,4 Seasons,72,,,"Leshoure, Mikel",,mikelleshoure/2495468,,233,2011 - 2014
30,"Queens , NY",3/13/1989,Syracuse,Retired,,7 Seasons,76,,,"Tiller, Andrew",,andrewtiller/2533351,,324,2012 - 2018
,"Racine , WI",10/15/1886,No College,Retired,,3 Seasons,69,,,"Foster, Bob",,bobfoster/2514280,,192,1922 - 1924
27,,8/26/1992,Indiana,Retired,,1 Season,75,,,"Reed, Jake",,jakereed/2556448,,298,2016 - 2016
38,"Raleigh , NC",2/11/1981,East Carolina,Retired,,3 Seasons,77,,,"Rimpf, Brian",,brianrimpf/2506024,,319,2004 - 2007
72,"Newton , LA",11/4/1947,Bishop,Retired,,4 Seasons,74,,,"Thomas, Ike",,ikethomas/2527247,,193,1971 - 1975
63,"Los Angeles , CA",4/13/1956,USC,Retired,,9 Seasons,71,,,"Thurman, Dennis",,dennisthurman/2527408,,176,1978 - 1986
40,"Tulsa , OK",8/1/1979,Oklahoma,Retired,,4 Seasons,75,,,"Calmus, Rocky",,rockycalmus/2505072,,235,2002 - 2005
32,"Cleveland , OH",11/5/1987,Cincinnati,Active,Philadelphia Eagles,9th season,75,Cleveland Heights HS,OH,"Kelce, Jason",62,jasonkelce/2495298,C,295,
24,,12/18/1994,Northwestern,Cut from team,,Season,74,,,"Queiro, Kyle",,kylequeiro/2561392,,235,
74,"Los Angeles , CA",1/4/1945,Los Angeles State,Retired,,4 Seasons,75,,,"Youngblood, George",,georgeyoungblood/2529593,,205,1966 - 1969
,"Miamisburg , OH",8/13/1891,No College,Retired,,10 Seasons,71,,,"Kinderdine, Hobby",,hobbykinderdine/2518466,,183,1920 - 1929
27,"Huntsville , AL",12/13/1991,LSU,Retired,,1 Season,71,,,"Neighbors, Connor",,connorneighbors/2553818,,229,2015 - 2015
94,"Brooklyn , NY",1/23/1925,Indiana,Retired,,1 Season,70,,,"Raimondi, Ben",,benraimondi/2523702,,175,1947 - 1947
,,,Auburn,Cut from team,,Season,74,,,"Williams, Darrell",,darrellwilliams/2563368,,240,
41,"St. Paul , MN",5/23/1978,Minnesota,Retired,,2 Seasons,72,,,"Schlecht, John",,johnschlecht/2504350,,295,2001 - 2002
,"Marquette , MI",6/9/1922,Michigan,Retired,,1 Season,75,,,"Derleth, Robert",,robertderleth/2512829,,230,1947 - 1947
62,"Longview , TX",5/16/1957,Tulsa,Retired,,5 Seasons,73,,,"Watts, Rickey",,rickeywatts/2528384,,203,1979 - 1983
77,"Jamestown , ND",3/4/1942,Long Beach State,Retired,,2 Seasons,73,,,"Degen, Dick",,dickdegen/2512720,,220,1965 - 1966
26,"Mesquite , TX",12/5/1992,Central Arkansas,Retired,,3 Seasons,76,,,"Lewis, Dezmin",,dezminlewis/2552411,,214,2015 - 2017
30,,10/18/1989,Central Florida,Retired,,1 Season,77,,,"Jackson, Toby",,tobyjackson/2542301,,257,2013 - 2013
83,"Beeville , TX",1/21/1936,Florida,Retired,,1 Season,76,,,"Yeats, Jim",,jimyeats/2529510,,245,1960 - 1960
37,"Texas City , TX",4/20/1982,New Mexico,Retired,,3 Seasons,74,,,"Terrell, Claude",,claudeterrell/2506471,,330,2005 - 2007
,,,Baylor,Retired,,1 Season,77,,,"Lawrence, Patrick",,patricklawrence/2563358,,300,2019 - 2019
29,,2/9/1990,Arizona,Retired,,1 Season,75,,,"Quinn, Kyle",,kylequinn/2541937,,290,2013 - 2013
24,"Portland , OR",8/4/1995,Eastern Washington,Active,San Francisco 49ers,3rd season,73,Milwaukie Arts Academy HS,OR,"Bourne, Kendrick",84,kendrickbourne/2558914,WR,190,
26,"Klamath Falls , OR",9/10/1993,Montana,Cut from team,Miami Dolphins,2nd season,74,Eagle Point HS,OR,"Holmes, Tyrone",50,tyroneholmes/2556126,LB,248,
